StateNme,code,year,rent15,number,for_priv,ccode,revolutionaryleader,us_troops,ccode1_x,mie(2),ccode1_y,mie(4),ccode2_x,mie(2)_against,ccode2_y,mie(4)_against,rivalries_a,rivalries_b,rebels,price,barrels,v2x_polyarchy,e_gdppc,v2svstterr,v2svindep,lagged,roll_mean3,roll_mean5,log_gdppc,troops_yj,prod_yj,riv
Equatorial Guinea,411,1988,0.0,0.0,1.0,411,0.0,,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,38.452412246225066,,0.163,2.401,97.5,1.0,49.436177483087874,42.667575954232426,58.097259043174446,0.8758853172391161,,-1.6570383506500863,1.0
Gabon,481,1988,11.6032527493751,2.0,1.0,481,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,38.452412246225066,177.59704918032787,0.183,9.367,86.714,1.0,49.436177483087874,42.667575954232426,58.097259043174446,2.2371928742269938,0.34978817402262213,-0.41906379630239904,1.0
Iran,630,1988,11.0534011695511,0.0,0.0,630,1.0,0.0,630.0,11.0,630.0,11.0,630.0,1.0,630.0,1.0,3.0,1.0,2.0,38.452412246225066,2349.48087431694,0.178,4.416,94.0,1.0,49.436177483087874,42.667575954232426,58.097259043174446,1.4852343089747944,-0.906575738573916,0.9326087430395645,4.0
Iraq,645,1988,19.472485013566,3.0,0.0,645,1.0,7.0,645.0,1.0,645.0,1.0,645.0,7.0,645.0,7.0,4.0,2.0,2.0,38.452412246225066,2782.1508196721315,0.08,7.438,90.6,1.0,49.436177483087874,42.667575954232426,58.097259043174446,2.006601995502878,0.41228863893663886,1.0497768289002571,6.0
Kuwait,690,1988,26.1468844836338,2.0,0.0,690,0.0,24.0,,0.0,,0.0,690.0,3.0,690.0,3.0,,1.0,0.0,38.452412246225066,1286.0,0.089,26.696,98.333,1.0,49.436177483087874,42.667575954232426,58.097259043174446,3.284513741449073,0.8560563654067126,0.5475510262475545,1.0
Libya,620,1988,,6.0,0.0,620,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,38.452412246225066,1051.0,0.072,12.781,93.6,1.0,49.436177483087874,42.667575954232426,58.097259043174446,2.5479596931495774,-0.906575738573916,0.42927565382343336,2.0
Oman,698,1988,33.8811369411923,2.0,0.0,698,0.0,27.0,,0.0,,0.0,,0.0,,0.0,,,0.0,38.452412246225066,625.0,0.016,13.86,98.857,1.0,49.436177483087874,42.667575954232426,58.097259043174446,2.6290069937617573,0.8925488524689624,0.1470821026908499,0.0
Qatar,694,1988,24.7421614619954,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,38.452412246225066,360.4218579234972,0.016,30.353,94.6,1.0,49.436177483087874,42.667575954232426,58.097259043174446,3.412895359407965,-0.906575738573916,-0.11951156819888836,1.0
Saudi Arabia,670,1988,26.19177456012,4.0,0.0,670,0.0,421.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,38.452412246225066,5656.147,0.014,19.088,99.091,1.0,49.436177483087874,42.667575954232426,58.097259043174446,2.94905986535556,1.4829295887787892,1.5902485556147177,2.0
United Arab Emirates,696,1988,20.3567774890166,3.0,0.0,696,0.0,29.0,,0.0,,0.0,,0.0,,0.0,,,0.0,38.452412246225066,1544.474,0.022,80.568,95.0,1.0,49.436177483087874,42.667575954232426,58.097259043174446,4.3891015483458435,0.914172551877757,0.6593886559590761,0.0
Venezuela,101,1988,9.50512761197021,3.0,0.0,101,0.0,45.0,101.0,2.0,101.0,2.0,101.0,1.0,101.0,1.0,,2.0,0.0,38.452412246225066,1998.0,0.733,9.963,90.833,1.0,49.436177483087874,42.667575954232426,58.097259043174446,2.298878231062719,1.038727733134235,0.8241687420576947,2.0
Yemen People's Republic,680,1988,,8.0,,,,33.0,,0.0,,0.0,,0.0,,0.0,1.0,1.0,0.0,38.452412246225066,170.0,0.129,2.45,72.6,1.0,49.436177483087874,42.667575954232426,58.097259043174446,0.8960880245566357,0.9522908469758559,-0.43610827314396716,2.0
Algeria,615,1989,12.5689148306239,4.0,0.0,615,0.0,10.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,44.79853910179146,1276.397534246575,0.223,8.652,74.0,1.0,38.452412246225066,44.22904294370147,50.17396696181263,2.1577905080908124,0.551736519968323,0.5430665584987113,1.0
Angola,540,1989,21.882605469383,5.0,0.0,540,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,1.0,44.79853910179146,459.66361643835614,0.074,3.013,60.0,1.0,38.452412246225066,44.22904294370147,50.17396696181263,1.1029362601481643,-0.906575738573916,-0.005586022066183277,1.0
Bahrain,692,1989,31.1467417262058,3.0,0.0,692,0.0,168.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,44.79853910179146,,0.05,16.209,94.0,1.0,38.452412246225066,44.22904294370147,50.17396696181263,2.7855666435300384,1.3338948806381632,,1.0
Congo,484,1989,31.9903938330206,1.0,1.0,484,0.0,10.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.79853910179146,154.44098630136986,0.113,3.076,82.6,1.0,38.452412246225066,44.22904294370147,50.17396696181263,1.1236300516433975,0.551736519968323,-0.4729673482671294,0.0
Equatorial Guinea,411,1989,0.0,0.0,1.0,411,0.0,,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,44.79853910179146,,0.164,2.298,97.5,1.0,38.452412246225066,44.22904294370147,50.17396696181263,0.8320391794265639,,-1.6570383506500863,1.0
Gabon,481,1989,24.5013102164613,2.0,1.0,481,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,44.79853910179146,204.82019178082197,0.183,10.036,86.714,1.0,38.452412246225066,44.22904294370147,50.17396696181263,2.306178628504176,0.34978817402262213,-0.36232683881882183,1.0
Iran,630,1989,17.7018963845968,0.0,0.0,630,1.0,0.0,630.0,3.0,630.0,3.0,630.0,3.0,630.0,3.0,3.0,1.0,2.0,44.79853910179146,2894.34191780822,0.169,4.51,91.611,1.0,38.452412246225066,44.22904294370147,50.17396696181263,1.506297153514587,-0.906575738573916,1.0777939392518099,4.0
Iraq,645,1989,28.1033198518327,4.0,0.0,645,1.0,8.0,645.0,3.0,645.0,3.0,645.0,3.0,645.0,3.0,4.0,2.0,2.0,44.79853910179146,2838.259726027398,0.081,6.633,92.6,1.0,38.452412246225066,44.22904294370147,50.17396696181263,1.892057190543419,0.46540330148207043,1.0638977128239833,6.0
Kuwait,690,1989,33.5687910279753,2.0,0.0,690,0.0,25.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,44.79853910179146,1408.0,0.088,25.687,98.333,1.0,38.452412246225066,44.22904294370147,50.17396696181263,3.2459850273468187,0.8688244867729452,0.6023507337213871,1.0
Libya,620,1989,,7.0,0.0,620,1.0,0.0,620.0,1.0,620.0,1.0,620.0,2.0,620.0,2.0,,2.0,0.0,44.79853910179146,1164.0000000000002,0.072,13.005,93.6,1.0,38.452412246225066,44.22904294370147,50.17396696181263,2.565333898900615,-0.906575738573916,0.488494387519758,2.0
Oman,698,1989,44.3572211516765,2.0,0.0,698,0.0,17.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.79853910179146,651.0,0.016,14.168,98.857,1.0,38.452412246225066,44.22904294370147,50.17396696181263,2.6509859004805323,0.7430847643623227,0.16809770166053847,0.0
Qatar,694,1989,36.1993936981514,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,44.79853910179146,403.44657534246574,0.016,30.511,94.6,1.0,38.452412246225066,44.22904294370147,50.17396696181263,3.418087274330423,-0.906575738573916,-0.06742807181536266,1.0
Saudi Arabia,670,1989,34.170454056182,5.0,0.0,670,0.0,416.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,44.79853910179146,5635.5,0.014,19.319,99.091,1.0,38.452412246225066,44.22904294370147,50.17396696181263,2.961089067610417,1.4812366263654186,1.587248580450635,2.0
United Arab Emirates,696,1989,28.6130173334727,3.0,0.0,696,0.0,34.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.79853910179146,1819.001,0.022,83.592,95.0,1.0,38.452412246225066,44.22904294370147,50.17396696181263,4.42594782173181,0.9609192701994138,0.7630488763888817,0.0
Venezuela,101,1989,20.0333515379632,3.0,0.0,101,0.0,40.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,44.79853910179146,2012.0,0.74,9.696,90.833,1.0,38.452412246225066,44.22904294370147,50.17396696181263,2.2717134293269585,1.0067325535399725,0.8287646840934917,2.0
Yemen People's Republic,680,1989,,8.0,,,,25.0,,0.0,,0.0,,0.0,,0.0,1.0,1.0,0.0,44.79853910179146,178.00000000000003,0.17,1.904,72.6,1.0,38.452412246225066,44.22904294370147,50.17396696181263,0.6439569363691735,0.8688244867729452,-0.41817581436075,2.0
Algeria,615,1990,15.7969733351133,3.0,0.0,615,0.0,13.0,,0.0,,0.0,,0.0,,0.0,1.0,,1.0,55.3297661676159,1366.5965205479454,0.354,8.501,74.0,1.0,44.79853910179146,46.19357250521082,45.62620662642093,2.140183803635222,0.648925562772571,0.5841874667923178,1.0
Angola,540,1990,28.0268256543238,5.0,0.0,540,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,1.0,55.3297661676159,474.6460273972602,0.076,3.048,60.0,1.0,44.79853910179146,46.19357250521082,45.62620662642093,1.1144856378244,-0.906575738573916,0.009885806983055167,1.0
Bahrain,692,1990,37.0437374677071,3.0,0.0,692,0.0,682.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,55.3297661676159,,0.049,16.955,94.0,1.0,44.79853910179146,46.19357250521082,45.62620662642093,2.8305627755776017,1.546554589051797,,1.0
Congo,484,1990,37.0679852946243,1.0,1.0,484,0.0,8.0,,0.0,,0.0,,0.0,,0.0,,,0.0,55.3297661676159,155.74060273972603,0.158,3.101,82.6,1.0,44.79853910179146,46.19357250521082,45.62620662642093,1.1317246401183119,0.46540330148207043,-0.46978003946435337,0.0
Equatorial Guinea,411,1990,0.0,0.0,1.0,411,0.0,,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,55.3297661676159,,0.163,2.035,97.5,1.0,44.79853910179146,46.19357250521082,45.62620662642093,0.7104958188945584,,-1.6570383506500863,1.0
Gabon,481,1990,30.6150890561432,2.0,1.0,481,0.0,6.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,55.3297661676159,270.22967123287674,0.22,10.495,86.714,1.0,44.79853910179146,46.19357250521082,45.62620662642093,2.3508989532725963,0.34978817402262213,-0.2469429496980336,1.0
Iran,630,1990,23.2912360336472,0.0,0.0,630,1.0,0.0,,0.0,,0.0,,0.0,,0.0,3.0,1.0,2.0,55.3297661676159,3270.178082191781,0.162,4.908,91.611,1.0,44.79853910179146,46.19357250521082,45.62620662642093,1.590866526848665,-0.906575738573916,1.165818282096796,4.0
Iraq,645,1990,9.43308520348142,4.0,0.0,645,1.0,7.0,645.0,8.0,645.0,8.0,645.0,5.0,645.0,5.0,4.0,2.0,2.0,55.3297661676159,2148.9479452054798,0.081,5.66,94.6,1.0,44.79853910179146,46.19357250521082,45.62620662642093,1.7334238922150915,0.41228863893663886,0.8724442875165099,6.0
Kuwait,690,1990,38.8702984792295,2.0,0.0,690,0.0,14.0,690.0,1.0,690.0,1.0,690.0,5.0,690.0,5.0,,1.0,0.0,55.3297661676159,964.0,0.088,22.076,67.333,1.0,44.79853910179146,46.19357250521082,45.62620662642093,3.094491045577255,0.6754766243903736,0.38016660891304915,1.0
Libya,620,1990,39.712189752461,6.0,0.0,620,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,55.3297661676159,1423.9999999999998,0.072,13.321,93.6,1.0,44.79853910179146,46.19357250521082,45.62620662642093,2.5893417373693257,-0.906575738573916,0.6092572436388044,2.0
Oman,698,1990,49.6173962343468,2.0,0.0,698,0.0,28.0,,0.0,,0.0,,0.0,,0.0,,,0.0,55.3297661676159,694.9999999999999,0.015,14.572,98.857,1.0,44.79853910179146,46.19357250521082,45.62620662642093,2.6791018791463173,0.9036023589188681,0.2022050940981533,0.0
Qatar,694,1990,48.6558768141096,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,55.3297661676159,433.81369863013697,0.016,30.724,94.6,1.0,44.79853910179146,46.19357250521082,45.62620662642093,3.4250441081364356,-0.906575738573916,-0.0332381716771314,1.0
Saudi Arabia,670,1990,46.4263034955234,6.0,0.0,670,0.0,30831.0,,0.0,,0.0,,0.0,,0.0,1.0,2.0,0.0,55.3297661676159,7105.5,0.013,20.733,99.091,1.0,44.79853910179146,46.19357250521082,45.62620662642093,3.031726633777367,1.8273580446930426,1.7820731777786991,3.0
United Arab Emirates,696,1990,35.3156119922356,3.0,0.0,696,0.0,37.0,696.0,1.0,696.0,1.0,696.0,1.0,696.0,1.0,,,0.0,55.3297661676159,1984.628,0.022,90.741,95.0,1.0,44.79853910179146,46.19357250521082,45.62620662642093,4.5080092946732195,0.9849988951946997,0.8197552302344676,0.0
Venezuela,101,1990,28.0600250559547,3.0,0.0,101,0.0,44.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,55.3297661676159,2244.0,0.743,9.907,90.833,1.0,44.79853910179146,46.19357250521082,45.62620662642093,2.293241577990893,1.0327004137124542,0.9014893914504998,2.0
Yemen People's Republic,680,1990,29.6537087765185,8.0,1.0,,,37.0,,0.0,,0.0,,0.0,,0.0,1.0,2.0,0.0,55.3297661676159,182.0,0.225,1.819,75.809,1.0,44.79853910179146,46.19357250521082,45.62620662642093,0.5982868995359851,0.9849988951946997,-0.4094453203188068,3.0
Algeria,615,1991,13.5417656312112,3.0,0.0,615,0.0,11.0,,0.0,,0.0,,0.0,,0.0,1.0,,1.0,44.74804109157825,1372.6657534246574,0.354,8.294,74.0,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.1155323618241897,0.5876053683776663,0.5868768289759139,1.0
Angola,540,1991,16.8761491015161,4.0,0.0,540,0.0,1.0,,0.0,,0.0,,0.0,,0.0,1.0,,2.0,44.74804109157825,497.6677808219178,0.084,2.934,60.0,1.0,55.3297661676159,48.29211545366187,46.55298721805971,1.07636667972079,-0.37428156864506784,0.032927835824439325,1.0
Azerbaijan,373,1991,7.34652576867916,0.0,,373,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,1.0,44.74804109157825,239.72057534246576,0.182,7.53,98.333,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.018895041811802,-0.906575738573916,-0.2976672441661547,1.0
Bahrain,692,1991,20.4853120745387,4.0,0.0,692,0.0,255.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,44.74804109157825,,0.049,17.69,94.0,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.872999508171694,1.406546364688284,,1.0
Congo,484,1991,20.7037580261964,1.0,1.0,484,0.0,8.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.74804109157825,156.22553424657534,0.254,3.096,81.6,1.0,55.3297661676159,48.29211545366187,46.55298721805971,1.1301109557274807,0.46540330148207043,-0.46859607623340355,0.0
Equatorial Guinea,411,1991,1.20355228060715,0.0,1.0,411,0.0,,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,44.74804109157825,,0.163,2.0,97.5,1.0,55.3297661676159,48.29211545366187,46.55298721805971,0.6931471805599453,,-1.6570383506500863,1.0
Gabon,481,1991,20.0176989291755,2.0,1.0,481,0.0,5.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,44.74804109157825,294.5629589041096,0.312,10.738,86.714,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.3737888520003776,0.2744950325015851,-0.2096174284389406,1.0
Iran,630,1991,,0.0,0.0,630,1.0,0.0,,0.0,,0.0,630.0,2.0,630.0,2.0,3.0,1.0,2.0,44.74804109157825,3499.561643835616,0.162,5.37,91.611,1.0,55.3297661676159,48.29211545366187,46.55298721805971,1.6808279085207734,-0.906575738573916,1.215693214581105,4.0
Iraq,645,1991,,3.0,0.0,645,1.0,0.0,645.0,23.0,645.0,23.0,645.0,41.0,645.0,41.0,4.0,2.0,3.0,44.74804109157825,285.3561643835617,0.08,3.32,82.647,1.0,55.3297661676159,48.29211545366187,46.55298721805971,1.199964782928397,-0.906575738573916,-0.22344489764785316,6.0
Kuwait,690,1991,13.2175755622103,2.0,0.0,690,0.0,24.0,690.0,4.0,690.0,4.0,690.0,11.0,690.0,11.0,,1.0,0.0,44.74804109157825,185.0,0.11,19.47,67.333,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.968874819384108,0.8560563654067126,-0.4029955588117479,1.0
Libya,620,1991,23.3544314520225,6.0,0.0,620,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,44.74804109157825,1439.0,0.072,13.934,93.6,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.634331896607927,-0.906575738573916,0.615676850569916,2.0
Oman,698,1991,31.7780235003255,2.0,0.0,698,0.0,26.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.74804109157825,715.9999999999999,0.015,14.703,98.857,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.68805155459552,0.8809714489521415,0.2178878269765475,0.0
Qatar,694,1991,27.8476783265963,3.0,0.0,694,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,44.74804109157825,419.5895890410959,0.016,30.107,94.6,1.0,55.3297661676159,48.29211545366187,46.55298721805971,3.4047577028569127,-0.906575738573916,-0.049010562933980435,1.0
Saudi Arabia,670,1991,29.9055063618569,5.0,0.0,670,0.0,14617.0,,0.0,,0.0,670.0,3.0,670.0,3.0,1.0,2.0,0.0,44.74804109157825,8819.8,0.013,22.143,99.091,1.0,55.3297661676159,48.29211545366187,46.55298721805971,3.097521419456025,1.7941314988881059,1.9725951710228615,3.0
Turkmenistan,701,1991,16.8800455826601,0.0,,701,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,44.74804109157825,113.0958904109589,0.177,8.301,99.111,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.1163759894728984,-0.906575738573916,-0.5874368353649215,0.0
United Arab Emirates,696,1991,23.5124336664395,3.0,0.0,696,0.0,39.0,,0.0,,0.0,696.0,1.0,696.0,1.0,,,0.0,44.74804109157825,2274.408,0.022,96.463,95.0,1.0,55.3297661676159,48.29211545366187,46.55298721805971,4.569159515131697,0.99972349020253,0.9105765734784093,0.0
Venezuela,101,1991,15.6286717350987,3.0,0.0,101,0.0,34.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,44.74804109157825,2501.0000000000005,0.748,10.106,90.833,1.0,55.3297661676159,48.29211545366187,46.55298721805971,2.3131293068697167,0.9609192701994138,0.9754397008470075,2.0
Yemen People's Republic,680,1991,17.51407957206,0.0,1.0,,,12.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,44.74804109157825,197.0,0.284,1.785,71.2,1.0,55.3297661676159,48.29211545366187,46.55298721805971,0.5794184152316023,0.6197951589720981,-0.37798819359981545,1.0
Algeria,615,1992,13.0452267711099,3.0,0.0,615,0.0,12.0,,0.0,,0.0,,0.0,,0.0,1.0,,1.0,41.955739318426986,1320.565573770492,0.19,8.142,74.0,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.097035850080787,0.6197951589720981,0.5634785236982015,1.0
Angola,540,1992,27.0256548842449,4.0,0.0,540,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,2.0,41.955739318426986,549.7369672131148,0.15,2.785,60.0,1.0,44.74804109157825,47.34451552587371,45.05689958512754,1.0242478733792475,-0.906575738573916,0.08210497664432338,1.0
Azerbaijan,373,1992,,2.0,,373,0.0,0.0,,0.0,,0.0,373.0,15.0,373.0,15.0,,1.0,1.0,41.955739318426986,227.53718579234973,0.366,5.989,92.667,1.0,44.74804109157825,47.34451552587371,45.05689958512754,1.7899244532823253,-0.906575738573916,-0.3193464567805726,1.0
Bahrain,692,1992,20.7616769769703,3.0,0.0,692,0.0,305.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,41.955739318426986,,0.049,18.567,94.0,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.9213858114253344,1.435116707968708,,1.0
Congo,484,1992,23.3587405950744,1.0,1.0,484,0.0,9.0,,0.0,,0.0,,0.0,,0.0,,,0.0,41.955739318426986,167.09573770491804,0.335,2.96,81.6,1.0,44.74804109157825,47.34451552587371,45.05689958512754,1.085189268335969,0.5113712287451517,-0.44278195380480323,0.0
Equatorial Guinea,411,1992,6.07076240426929,0.0,1.0,411,0.0,,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,41.955739318426986,2.0,0.163,2.199,97.5,1.0,44.74804109157825,47.34451552587371,45.05689958512754,0.788002711572624,,-1.4950353514098949,1.0
Gabon,481,1992,23.0465897725741,2.0,1.0,481,0.0,8.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,41.955739318426986,288.6451366120219,0.327,10.664,86.714,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.3668735828764076,0.46540330148207043,-0.21846559694125642,1.0
Iran,630,1992,,0.0,0.0,630,1.0,0.0,630.0,7.0,630.0,7.0,630.0,1.0,630.0,1.0,3.0,1.0,2.0,41.955739318426986,3523.0163934426228,0.161,5.651,91.611,1.0,44.74804109157825,47.34451552587371,45.05689958512754,1.7318325206477063,-0.906575738573916,1.2206465430315299,4.0
Iraq,645,1992,,2.0,0.0,645,1.0,1.0,645.0,3.0,645.0,3.0,645.0,13.0,645.0,13.0,4.0,2.0,2.0,41.955739318426986,531.2612021857924,0.08,3.313,80.0,1.0,44.74804109157825,47.34451552587371,45.05689958512754,1.1978541233177589,-0.37428156864506784,0.06509177698679657,6.0
Kuwait,690,1992,28.1344138531383,2.0,0.0,690,0.0,1980.0,690.0,2.0,690.0,2.0,690.0,1.0,690.0,1.0,,1.0,0.0,41.955739318426986,1076.9999999999998,0.202,26.029,97.889,1.0,44.74804109157825,47.34451552587371,45.05689958512754,3.2592113010576034,1.6588390260903176,0.44332954853465545,1.0
Libya,620,1992,22.3747268524689,6.0,0.0,620,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,41.955739318426986,1473.0,0.072,14.114,93.6,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.6471672125786387,-0.906575738573916,0.6300352785839323,2.0
Oman,698,1992,31.7405798958589,2.0,0.0,698,0.0,25.0,,0.0,,0.0,,0.0,,0.0,,,0.0,41.955739318426986,748.0,0.015,15.302,98.857,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.72798353880966,0.8688244867729452,0.24110364831136635,0.0
Qatar,694,1992,28.2611526136542,3.0,0.0,694,0.0,0.0,,0.0,,0.0,694.0,3.0,694.0,3.0,,1.0,0.0,41.955739318426986,495.3169398907104,0.016,31.074,94.6,1.0,44.74804109157825,47.34451552587371,45.05689958512754,3.4363714566698094,-0.906575738573916,0.03061380760729863,1.0
Saudi Arabia,670,1992,30.7693919537356,4.0,0.0,670,0.0,1801.0,670.0,3.0,670.0,3.0,,0.0,,0.0,1.0,2.0,0.0,41.955739318426986,9091.7,0.013,23.009,99.091,1.0,44.74804109157825,47.34451552587371,45.05689958512754,3.1358854437373958,1.650224667531094,2.000068379210705,3.0
Turkmenistan,701,1992,19.9047154993293,3.0,0.0,701,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,41.955739318426986,108.79781420765028,0.162,7.397,99.111,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.0010745126057308,-0.906575738573916,-0.601133490999953,0.0
United Arab Emirates,696,1992,23.314265622308,3.0,0.0,696,0.0,38.0,,0.0,,0.0,696.0,3.0,696.0,3.0,,,0.0,41.955739318426986,2494.67,0.024,95.734,95.0,1.0,44.74804109157825,47.34451552587371,45.05689958512754,4.561573512270013,0.9924835456813814,0.9736918226699983,0.0
Venezuela,101,1992,14.935095280643,3.0,0.0,101,0.0,35.0,,0.0,,0.0,,0.0,,0.0,,2.0,1.0,41.955739318426986,2499.0,0.741,10.241,90.833,1.0,44.74804109157825,47.34451552587371,45.05689958512754,2.3263992710933006,0.969233931998276,0.9748878253779028,2.0
Yemen People's Republic,680,1992,15.5652872176938,0.0,1.0,,,9.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,41.955739318426986,183.9584699453552,0.283,1.776,71.2,1.0,44.74804109157825,47.34451552587371,45.05689958512754,0.5743636445699783,0.5113712287451517,-0.4052254195737997,1.0
Algeria,615,1993,11.7164360598656,3.0,0.0,615,0.0,8.0,,0.0,,0.0,,0.0,,0.0,1.0,,2.0,35.797753564214055,1321.5794520547945,0.174,7.86,74.0,1.0,41.955739318426986,40.8338446580731,44.52596784872533,2.061786606441115,0.46540330148207043,0.5639407324101595,1.0
Angola,540,1993,34.5185265508012,4.0,0.0,540,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,2.0,35.797753564214055,503.6769863013699,0.158,2.411,56.667,1.0,41.955739318426986,40.8338446580731,44.52596784872533,0.880041599199034,-0.906575738573916,0.03880413295644742,1.0
Azerbaijan,373,1993,35.4573315880059,7.0,0.0,373,0.0,0.0,373.0,1.0,373.0,1.0,373.0,8.0,373.0,8.0,,1.0,2.0,35.797753564214055,207.4040821917808,0.31,4.624,83.462,1.0,41.955739318426986,40.8338446580731,44.52596784872533,1.5312601313700762,-0.906575738573916,-0.357255165939273,1.0
Bahrain,692,1993,17.9580307941121,3.0,0.0,692,0.0,379.0,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,35.797753564214055,,0.049,19.583,94.0,1.0,41.955739318426986,40.8338446580731,44.52596784872533,2.974661842934699,1.467832295949675,,1.0
Congo,484,1993,27.2825783443645,1.0,1.0,484,0.0,7.0,,0.0,,0.0,484.0,1.0,484.0,1.0,,,1.0,35.797753564214055,185.0110684931507,0.465,2.837,81.6,1.0,41.955739318426986,40.8338446580731,44.52596784872533,1.0427471558267143,0.41228863893663886,-0.40297191461879545,0.0
Equatorial Guinea,411,1993,10.5348170021045,0.0,1.0,411,0.0,,,0.0,,0.0,,0.0,,0.0,1.0,,0.0,35.797753564214055,5.000000000000001,0.172,2.358,97.5,1.0,41.955739318426986,40.8338446580731,44.52596784872533,0.8578138021151792,,-1.3715634033563735,1.0
Gabon,481,1993,28.5848268850145,2.0,1.0,481,0.0,5.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,35.797753564214055,304.8770684931507,0.33,10.606,86.714,1.0,41.955739318426986,40.8338446580731,44.52596784872533,2.3614198787149383,0.2744950325015851,-0.1945240998380652,1.0
Iran,630,1993,29.3853282211644,0.0,0.0,630,1.0,0.0,630.0,7.0,630.0,7.0,630.0,3.0,630.0,3.0,3.0,1.0,2.0,35.797753564214055,3712.164383561644,0.163,5.838,91.611,1.0,41.955739318426986,40.8338446580731,44.52596784872533,1.764388272431923,-0.906575738573916,1.2596711335121815,4.0
Iraq,645,1993,,2.0,0.0,645,1.0,0.0,645.0,16.0,645.0,16.0,645.0,55.0,645.0,55.0,4.0,2.0,2.0,35.797753564214055,455.27561643835617,0.081,3.65,80.0,1.0,41.955739318426986,40.8338446580731,44.52596784872533,1.2947271675944,-0.906575738573916,-0.010192330094619883,6.0
Kuwait,690,1993,39.371407198475,2.0,0.0,690,0.0,233.0,690.0,5.0,690.0,5.0,690.0,9.0,690.0,9.0,,1.0,0.0,35.797753564214055,1945.0,0.284,34.631,97.889,1.0,41.955739318426986,40.8338446580731,44.52596784872533,3.5447492346939127,1.391574880325673,0.8065368206822571,1.0
Libya,620,1993,22.2666014963477,4.0,0.0,620,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,35.797753564214055,1402.0000000000002,0.072,14.085,93.111,1.0,41.955739318426986,40.8338446580731,44.52596784872533,2.645110401328336,-0.906575738573916,0.5997448644398163,1.0
